test_id,object_id,noise_sigma,init_x,init_y,final_reward,num_steps
323,16,0.05,0.2732314461588995,0.19007172259864524,0.0,1
324,81,0.1,0.19235966028704876,-0.12219217349472594,0.0,1
325,36,0.1,0.12098522571769676,0.029861231147238043,0.0,1
326,69,0.05,0.18870568507895213,0.014429129599415003,0.0,1
327,27,0.05,-0.04422038324508781,0.2138866336923696,1.0,1
328,54,0.05,0.17101058594844099,0.028003083039818466,0.0,1
329,18,0.05,-0.10108399929282985,-0.30135005428746386,1.0,1
330,4,0.05,0.18265721486048359,-0.19120529861562946,0.0,1
331,47,0.01,0.01320494341237105,0.27145108970674947,1.0,1
332,11,0.1,0.11540601333489986,0.2911408875075713,0.0,1
333,37,0.05,0.2617037031529912,-0.2565086597802873,0.0,1
334,53,0.1,-0.038523663127706165,0.06137137137804166,0.0,1
335,5,0.01,-0.34868908615469296,-0.23903572324849984,1.0,1
336,60,0.05,-0.05204420923461123,0.3952203895656563,0.0,1
337,19,0.01,-0.2018495902909644,-0.2160493523948425,0.0,1
338,32,0.1,-0.3942164756321729,-0.17477111973358017,0.0,1
339,69,0.01,-0.3921549975283234,0.13231704495468966,1.0,1
340,75,0.01,0.20800171201063022,-0.30993426795623624,1.0,1
341,17,0.05,-0.03272808929209542,-0.2891425055917236,1.0,1
342,13,0.1,-0.2073396618632459,-0.39209824947363353,0.0,1
343,12,0.01,-0.19764634828298908,0.19175309799647167,1.0,1
344,50,0.05,0.36845055915676184,-0.18613050968384626,0.0,1
345,78,0.01,-0.34311485203215786,-0.3724371220386477,1.0,1
346,15,0.01,-0.35532510215800794,-0.18743932041746536,1.0,1
347,16,0.05,0.2732314461588995,0.19007172259864524,0.0,1
348,81,0.1,0.19235966028704876,-0.12219217349472594,0.0,1
349,36,0.1,0.12098522571769676,0.029861231147238043,0.0,1
350,69,0.05,0.18870568507895213,0.014429129599415003,0.0,1
351,27,0.05,-0.04422038324508781,0.2138866336923696,1.0,1
352,54,0.05,0.17101058594844099,0.028003083039818466,0.0,1
353,18,0.05,-0.10108399929282985,-0.30135005428746386,1.0,1
354,4,0.05,0.18265721486048359,-0.19120529861562946,0.0,1
355,47,0.01,0.01320494341237105,0.27145108970674947,1.0,1
356,11,0.1,0.11540601333489986,0.2911408875075713,0.0,1
357,37,0.05,0.2617037031529912,-0.2565086597802873,0.0,1
358,53,0.1,-0.038523663127706165,0.06137137137804166,0.0,1
359,5,0.01,-0.34868908615469296,-0.23903572324849984,1.0,1
360,60,0.05,-0.05204420923461123,0.3952203895656563,0.0,1
361,19,0.01,-0.2018495902909644,-0.2160493523948425,0.0,1
362,32,0.1,-0.3942164756321729,-0.17477111973358017,0.0,1
363,69,0.01,-0.3921549975283234,0.13231704495468966,1.0,1
364,75,0.01,0.20800171201063022,-0.30993426795623624,1.0,1
365,17,0.05,-0.03272808929209542,-0.2891425055917236,1.0,1
366,13,0.1,-0.2073396618632459,-0.39209824947363353,0.0,1
367,12,0.01,-0.19764634828298908,0.19175309799647167,1.0,1
368,50,0.05,0.36845055915676184,-0.18613050968384626,0.0,1
369,78,0.01,-0.34311485203215786,-0.3724371220386477,1.0,1
370,15,0.01,-0.35532510215800794,-0.18743932041746536,1.0,1
371,16,0.05,0.2732314461588995,0.19007172259864524,0.0,1
372,81,0.1,0.19235966028704876,-0.12219217349472594,0.0,1
373,36,0.1,0.12098522571769676,0.029861231147238043,0.0,1
374,69,0.05,0.18870568507895213,0.014429129599415003,0.0,1
375,27,0.05,-0.04422038324508781,0.2138866336923696,1.0,1
376,54,0.05,0.17101058594844099,0.028003083039818466,0.0,1
377,18,0.05,-0.10108399929282985,-0.30135005428746386,1.0,1
378,4,0.05,0.18265721486048359,-0.19120529861562946,0.0,1
379,47,0.01,0.01320494341237105,0.27145108970674947,1.0,1
380,11,0.1,0.11540601333489986,0.2911408875075713,0.0,1
381,37,0.05,0.2617037031529912,-0.2565086597802873,0.0,1
382,53,0.1,-0.038523663127706165,0.06137137137804166,0.0,1
383,5,0.01,-0.34868908615469296,-0.23903572324849984,1.0,1
384,60,0.05,-0.05204420923461123,0.3952203895656563,0.0,1
385,19,0.01,-0.2018495902909644,-0.2160493523948425,0.0,1
386,32,0.1,-0.3942164756321729,-0.17477111973358017,0.0,1
387,69,0.01,-0.3921549975283234,0.13231704495468966,1.0,1
388,75,0.01,0.20800171201063022,-0.30993426795623624,1.0,1
389,17,0.05,-0.03272808929209542,-0.2891425055917236,1.0,1
390,13,0.1,-0.2073396618632459,-0.39209824947363353,0.0,1
391,12,0.01,-0.19764634828298908,0.19175309799647167,1.0,1
392,50,0.05,0.36845055915676184,-0.18613050968384626,0.0,1
393,78,0.01,-0.34311485203215786,-0.3724371220386477,1.0,1
394,15,0.01,-0.35532510215800794,-0.18743932041746536,1.0,1
395,16,0.05,0.2732314461588995,0.19007172259864524,0.0,1
396,81,0.1,0.19235966028704876,-0.12219217349472594,0.0,1
397,36,0.1,0.12098522571769676,0.029861231147238043,0.0,1
398,69,0.05,0.18870568507895213,0.014429129599415003,0.0,1
399,27,0.05,-0.04422038324508781,0.2138866336923696,1.0,1
