[84, array([0.5088, 0.0487]), array([0.5063, 0.0469]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44793333, 0.03235714]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44822857, 0.03235714]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44852381, 0.03235714]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44881905, 0.03235714]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44911429, 0.03235714]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44940952, 0.03235714]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44970476, 0.03235714]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.45      , 0.03235714]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.4438    , 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44409524, 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44439048, 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44468571, 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44498095, 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44527619, 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44557143, 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44586667, 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4461619 , 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44645714, 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44675238, 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44704762, 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44734286, 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4476381 , 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44793333, 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44822857, 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44852381, 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44881905, 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44911429, 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44940952, 0.03265238]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44970476, 0.03265238]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.45      , 0.03265238]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.4438    , 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44409524, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44439048, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44468571, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44498095, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44527619, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44557143, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44586667, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4461619 , 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44645714, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44675238, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44704762, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44734286, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4476381 , 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44793333, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44822857, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44852381, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44881905, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44911429, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44940952, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44970476, 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.45      , 0.03294762]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4438    , 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44409524, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44439048, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44468571, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44498095, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44527619, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44557143, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44586667, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4461619 , 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44645714, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44675238, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44704762, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44734286, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4476381 , 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44793333, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44822857, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44852381, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44881905, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44911429, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44940952, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44970476, 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.45      , 0.03324286]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4438   , 0.0335381]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44409524, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44439048, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44468571, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44498095, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44527619, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44557143, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44586667, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4461619, 0.0335381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44645714, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44675238, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44704762, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44734286, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4476381, 0.0335381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44793333, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44822857, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44852381, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44881905, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44911429, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44940952, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44970476, 0.0335381 ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.45     , 0.0335381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4438    , 0.03383333]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44409524, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44439048, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44468571, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44498095, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44527619, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44557143, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44586667, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4461619 , 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44645714, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44675238, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44704762, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44734286, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4476381 , 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44793333, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44822857, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44852381, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44881905, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44911429, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44940952, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44970476, 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.45      , 0.03383333]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4438    , 0.03412857]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44409524, 0.03412857]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44439048, 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44468571, 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44498095, 0.03412857]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44527619, 0.03412857]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44557143, 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44586667, 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4461619 , 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44645714, 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44675238, 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44704762, 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44734286, 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4476381 , 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44793333, 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44822857, 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44852381, 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44881905, 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44911429, 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44940952, 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44970476, 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.45      , 0.03412857]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4438    , 0.03442381]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44409524, 0.03442381]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44439048, 0.03442381]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44468571, 0.03442381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44498095, 0.03442381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44527619, 0.03442381]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44557143, 0.03442381]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44586667, 0.03442381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4461619 , 0.03442381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44645714, 0.03442381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44675238, 0.03442381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44704762, 0.03442381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44734286, 0.03442381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4476381 , 0.03442381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44793333, 0.03442381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44822857, 0.03442381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44852381, 0.03442381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44881905, 0.03442381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44911429, 0.03442381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44940952, 0.03442381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44970476, 0.03442381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.45      , 0.03442381]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4438    , 0.03471905]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44409524, 0.03471905]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44439048, 0.03471905]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44468571, 0.03471905]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44498095, 0.03471905]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44527619, 0.03471905]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44557143, 0.03471905]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44586667, 0.03471905]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4461619 , 0.03471905]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44645714, 0.03471905]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44675238, 0.03471905]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44704762, 0.03471905]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44734286, 0.03471905]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4476381 , 0.03471905]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44793333, 0.03471905]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44822857, 0.03471905]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44852381, 0.03471905]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44881905, 0.03471905]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44911429, 0.03471905]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44940952, 0.03471905]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44970476, 0.03471905]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.45      , 0.03471905]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4438    , 0.03501429]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44409524, 0.03501429]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44439048, 0.03501429]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44468571, 0.03501429]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44498095, 0.03501429]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44527619, 0.03501429]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44557143, 0.03501429]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44586667, 0.03501429]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.4461619 , 0.03501429]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44645714, 0.03501429]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44675238, 0.03501429]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44704762, 0.03501429]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44734286, 0.03501429]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4476381 , 0.03501429]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44793333, 0.03501429]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44822857, 0.03501429]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44852381, 0.03501429]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44881905, 0.03501429]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44911429, 0.03501429]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44940952, 0.03501429]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44970476, 0.03501429]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.45      , 0.03501429]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.4438    , 0.03530952]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44409524, 0.03530952]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44439048, 0.03530952]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44468571, 0.03530952]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44498095, 0.03530952]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44527619, 0.03530952]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44557143, 0.03530952]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44586667, 0.03530952]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.4461619 , 0.03530952]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44645714, 0.03530952]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44675238, 0.03530952]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44704762, 0.03530952]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44734286, 0.03530952]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.4476381 , 0.03530952]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44793333, 0.03530952]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44822857, 0.03530952]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44852381, 0.03530952]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44881905, 0.03530952]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44911429, 0.03530952]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44940952, 0.03530952]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44970476, 0.03530952]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.45      , 0.03530952]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4438    , 0.03560476]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44409524, 0.03560476]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44439048, 0.03560476]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44468571, 0.03560476]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44498095, 0.03560476]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44527619, 0.03560476]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44557143, 0.03560476]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44586667, 0.03560476]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.4461619 , 0.03560476]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44645714, 0.03560476]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44675238, 0.03560476]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44704762, 0.03560476]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44734286, 0.03560476]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4476381 , 0.03560476]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44793333, 0.03560476]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44822857, 0.03560476]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44852381, 0.03560476]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44881905, 0.03560476]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44911429, 0.03560476]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44940952, 0.03560476]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44970476, 0.03560476]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.45      , 0.03560476]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4438, 0.0359]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44409524, 0.0359    ]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44439048, 0.0359    ]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44468571, 0.0359    ]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44498095, 0.0359    ]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44527619, 0.0359    ]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44557143, 0.0359    ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44586667, 0.0359    ]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.4461619, 0.0359   ]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44645714, 0.0359    ]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44675238, 0.0359    ]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44704762, 0.0359    ]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44734286, 0.0359    ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.4476381, 0.0359   ]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44793333, 0.0359    ]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44822857, 0.0359    ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44852381, 0.0359    ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44881905, 0.0359    ]), 0.7854, 1.0]
[20, array([0.453 , 0.0363]), array([0.44911429, 0.0359    ]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44940952, 0.0359    ]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.44970476, 0.0359    ]), 0.7854, 0.0]
[20, array([0.453 , 0.0363]), array([0.45  , 0.0359]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.4406, -0.0016]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44104762, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44149524, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44194286, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44239048, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.4428381, -0.0016   ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44328571, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44373333, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44418095, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44462857, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44507619, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44552381, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44597143, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44641905, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44686667, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44731429, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.4477619, -0.0016   ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44820952, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44865714, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44910476, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44955238, -0.0016    ]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.45  , -0.0016]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.4406    , -0.00115238]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44104762, -0.00115238]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44149524, -0.00115238]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44194286, -0.00115238]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44239048, -0.00115238]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.4428381 , -0.00115238]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44328571, -0.00115238]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44373333, -0.00115238]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44418095, -0.00115238]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44462857, -0.00115238]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44507619, -0.00115238]), 0.7854, 0.0]
[19, array([0.45  , 0.0093]), array([ 0.44552381, -0.00115238]), 0.7854, 0.0]
