[84, array([ 0.4701, -0.0264]), array([ 0.4688, -0.0281]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48231667, -0.03257143]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48246905, -0.03257143]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48262143, -0.03257143]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48277381, -0.03257143]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48292619, -0.03257143]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48307857, -0.03257143]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48323095, -0.03257143]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48338333, -0.03257143]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48353571, -0.03257143]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4836881 , -0.03257143]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48384048, -0.03257143]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48399286, -0.03257143]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48414524, -0.03257143]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48429762, -0.03257143]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48445   , -0.03257143]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48125   , -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48140238, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48155476, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48170714, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48185952, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4820119 , -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48216429, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48231667, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48246905, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48262143, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48277381, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48292619, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48307857, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48323095, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48338333, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48353571, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4836881 , -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48384048, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48399286, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48414524, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48429762, -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48445   , -0.03241905]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48125   , -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48140238, -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48155476, -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48170714, -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48185952, -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4820119 , -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48216429, -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48231667, -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48246905, -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48262143, -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48277381, -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48292619, -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48307857, -0.03226667]), 0.7854, 1.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48323095, -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48338333, -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48353571, -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4836881 , -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48384048, -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48399286, -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48414524, -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48429762, -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48445   , -0.03226667]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48125   , -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48140238, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48155476, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48170714, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48185952, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4820119 , -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48216429, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48231667, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48246905, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48262143, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48277381, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48292619, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48307857, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48323095, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48338333, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48353571, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4836881 , -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48384048, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48399286, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48414524, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48429762, -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48445   , -0.03211429]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48125  , -0.0319619]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48140238, -0.0319619 ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48155476, -0.0319619 ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48170714, -0.0319619 ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48185952, -0.0319619 ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4820119, -0.0319619]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48216429, -0.0319619 ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48231667, -0.0319619 ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48246905, -0.0319619 ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48262143, -0.0319619 ]), 0.7854, 1.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48277381, -0.0319619 ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48292619, -0.0319619 ]), 0.7854, 1.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48307857, -0.0319619 ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48323095, -0.0319619 ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48338333, -0.0319619 ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48353571, -0.0319619 ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4836881, -0.0319619]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48384048, -0.0319619 ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48399286, -0.0319619 ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48414524, -0.0319619 ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48429762, -0.0319619 ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48445  , -0.0319619]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48125   , -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48140238, -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48155476, -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48170714, -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48185952, -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4820119 , -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48216429, -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48231667, -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48246905, -0.03180952]), 0.7854, 1.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48262143, -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48277381, -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48292619, -0.03180952]), 0.7854, 1.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48307857, -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48323095, -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48338333, -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48353571, -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4836881 , -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48384048, -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48399286, -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48414524, -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48429762, -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48445   , -0.03180952]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48125   , -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48140238, -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48155476, -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48170714, -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48185952, -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4820119 , -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48216429, -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48231667, -0.03165714]), 0.7854, 1.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48246905, -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48262143, -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48277381, -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48292619, -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48307857, -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48323095, -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48338333, -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48353571, -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4836881 , -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48384048, -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48399286, -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48414524, -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48429762, -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48445   , -0.03165714]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48125   , -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48140238, -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48155476, -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48170714, -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48185952, -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4820119 , -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48216429, -0.03150476]), 0.7854, 1.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48231667, -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48246905, -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48262143, -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48277381, -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48292619, -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48307857, -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48323095, -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48338333, -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48353571, -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4836881 , -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48384048, -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48399286, -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48414524, -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48429762, -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48445   , -0.03150476]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48125   , -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48140238, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48155476, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48170714, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48185952, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4820119 , -0.03135238]), 0.7854, 1.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48216429, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48231667, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48246905, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48262143, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48277381, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48292619, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48307857, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48323095, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48338333, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48353571, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4836881 , -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48384048, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48399286, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48414524, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48429762, -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48445   , -0.03135238]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48125, -0.0312 ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48140238, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48155476, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48170714, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48185952, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4820119, -0.0312   ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48216429, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48231667, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48246905, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48262143, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48277381, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48292619, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48307857, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48323095, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48338333, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48353571, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.4836881, -0.0312   ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48384048, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48399286, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48414524, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48429762, -0.0312    ]), 0.7854, 0.0]
[3, array([ 0.4843, -0.0301]), array([ 0.48445, -0.0312 ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.5156 , -0.00315]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51575238, -0.00315   ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51590476, -0.00315   ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51605714, -0.00315   ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51620952, -0.00315   ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.5163619, -0.00315  ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51651429, -0.00315   ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51666667, -0.00315   ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51681905, -0.00315   ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51697143, -0.00315   ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51712381, -0.00315   ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51727619, -0.00315   ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51742857, -0.00315   ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51758095, -0.00315   ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51773333, -0.00315   ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51788571, -0.00315   ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.5180381, -0.00315  ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51819048, -0.00315   ]), 0.7854, 1.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51834286, -0.00315   ]), 0.7854, 1.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51849524, -0.00315   ]), 0.7854, 1.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51864762, -0.00315   ]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.5188 , -0.00315]), 0.7854, 1.0]
[3, array([ 0.5192, -0.0022]), array([ 0.5156    , -0.00299762]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51575238, -0.00299762]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51590476, -0.00299762]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51605714, -0.00299762]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51620952, -0.00299762]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.5163619 , -0.00299762]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51651429, -0.00299762]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51666667, -0.00299762]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51681905, -0.00299762]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51697143, -0.00299762]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51712381, -0.00299762]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51727619, -0.00299762]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51742857, -0.00299762]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51758095, -0.00299762]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51773333, -0.00299762]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51788571, -0.00299762]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.5180381 , -0.00299762]), 0.7854, 1.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51819048, -0.00299762]), 0.7854, 1.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51834286, -0.00299762]), 0.7854, 1.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51849524, -0.00299762]), 0.7854, 1.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51864762, -0.00299762]), 0.7854, 1.0]
[3, array([ 0.5192, -0.0022]), array([ 0.5188    , -0.00299762]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.5156    , -0.00284524]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51575238, -0.00284524]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51590476, -0.00284524]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51605714, -0.00284524]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51620952, -0.00284524]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.5163619 , -0.00284524]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51651429, -0.00284524]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51666667, -0.00284524]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51681905, -0.00284524]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51697143, -0.00284524]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51712381, -0.00284524]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51727619, -0.00284524]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51742857, -0.00284524]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51758095, -0.00284524]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51773333, -0.00284524]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51788571, -0.00284524]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.5180381 , -0.00284524]), 0.7854, 1.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51819048, -0.00284524]), 0.7854, 1.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51834286, -0.00284524]), 0.7854, 1.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51849524, -0.00284524]), 0.7854, 1.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51864762, -0.00284524]), 0.7854, 1.0]
[3, array([ 0.5192, -0.0022]), array([ 0.5188    , -0.00284524]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.5156    , -0.00269286]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51575238, -0.00269286]), 0.7854, 0.0]
[3, array([ 0.5192, -0.0022]), array([ 0.51590476, -0.00269286]), 0.7854, 0.0]
