[84, array([ 0.4701, -0.0264]), array([ 0.4688, -0.0281]), 0.7854, 0.0]
[82, array([0.4929, 0.0018]), array([ 0.49227619, -0.00208333]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49242857, -0.00208333]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49258095, -0.00208333]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49273333, -0.00208333]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49288571, -0.00208333]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4930381 , -0.00208333]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49319048, -0.00208333]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49334286, -0.00208333]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49349524, -0.00208333]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49364762, -0.00208333]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4938    , -0.00208333]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4906    , -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49075238, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49090476, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49105714, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49120952, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4913619 , -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49151429, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49166667, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49181905, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49197143, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49212381, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49227619, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49242857, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49258095, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49273333, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49288571, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4930381 , -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49319048, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49334286, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49349524, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49364762, -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4938    , -0.00193095]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4906    , -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49075238, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49090476, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49105714, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49120952, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4913619 , -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49151429, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49166667, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49181905, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49197143, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49212381, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49227619, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49242857, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49258095, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49273333, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49288571, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4930381 , -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49319048, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49334286, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49349524, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49364762, -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4938    , -0.00177857]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4906    , -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49075238, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49090476, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49105714, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49120952, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4913619 , -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49151429, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49166667, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49181905, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49197143, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49212381, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49227619, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49242857, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49258095, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49273333, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49288571, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4930381 , -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49319048, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49334286, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49349524, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49364762, -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4938    , -0.00162619]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4906    , -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49075238, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49090476, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49105714, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49120952, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4913619 , -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49151429, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49166667, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49181905, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49197143, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49212381, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49227619, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49242857, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49258095, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49273333, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49288571, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4930381 , -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49319048, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49334286, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49349524, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49364762, -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4938    , -0.00147381]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4906    , -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49075238, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49090476, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49105714, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49120952, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4913619 , -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49151429, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49166667, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49181905, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49197143, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49212381, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49227619, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49242857, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49258095, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49273333, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49288571, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4930381 , -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49319048, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49334286, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49349524, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49364762, -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4938    , -0.00132143]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4906    , -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49075238, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49090476, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49105714, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49120952, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4913619 , -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49151429, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49166667, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49181905, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49197143, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49212381, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49227619, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49242857, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49258095, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49273333, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49288571, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4930381 , -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49319048, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49334286, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49349524, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49364762, -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4938    , -0.00116905]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4906    , -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49075238, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49090476, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49105714, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49120952, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4913619 , -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49151429, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49166667, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49181905, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49197143, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49212381, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49227619, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49242857, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49258095, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49273333, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49288571, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4930381 , -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49319048, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49334286, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49349524, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49364762, -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4938    , -0.00101667]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4906    , -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49075238, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49090476, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49105714, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49120952, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4913619 , -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49151429, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49166667, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49181905, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49197143, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49212381, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49227619, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49242857, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49258095, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49273333, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49288571, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4930381 , -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49319048, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49334286, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49349524, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49364762, -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4938    , -0.00086429]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4906   , -0.0007119]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49075238, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49090476, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49105714, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49120952, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4913619, -0.0007119]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49151429, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49166667, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49181905, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49197143, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49212381, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49227619, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49242857, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49258095, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49273333, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49288571, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4930381, -0.0007119]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49319048, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49334286, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49349524, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49364762, -0.0007119 ]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4938   , -0.0007119]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4906    , -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49075238, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49090476, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49105714, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49120952, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4913619 , -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49151429, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49166667, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49181905, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49197143, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49212381, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49227619, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49242857, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49258095, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49273333, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49288571, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4930381 , -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49319048, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49334286, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49349524, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.49364762, -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 0.4938    , -0.00055952]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.90600000e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.90752381e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.90904762e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91057143e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91209524e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91361905e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91514286e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91666667e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91819048e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91971429e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.92123810e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.92276190e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.92428571e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.92580952e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.92733333e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.92885714e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.93038095e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.93190476e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.93342857e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.93495238e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.93647619e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.93800000e-01, -4.07142857e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.90600000e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.90752381e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.90904762e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91057143e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91209524e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91361905e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91514286e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91666667e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91819048e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91971429e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.92123810e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.92276190e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.92428571e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.92580952e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.92733333e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.92885714e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.93038095e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.93190476e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.93342857e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.93495238e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.93647619e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.93800000e-01, -2.54761905e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.90600000e-01, -1.02380952e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.90752381e-01, -1.02380952e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.90904762e-01, -1.02380952e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91057143e-01, -1.02380952e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91209524e-01, -1.02380952e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91361905e-01, -1.02380952e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91514286e-01, -1.02380952e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91666667e-01, -1.02380952e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91819048e-01, -1.02380952e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.91971429e-01, -1.02380952e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.92123810e-01, -1.02380952e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.92276190e-01, -1.02380952e-04]), 0.7854, 1.0]
[82, array([0.4929, 0.0018]), array([ 4.92428571e-01, -1.02380952e-04]), 0.7854, 1.0]
